id,artist_id,album_title,genre,year_of_pub,num_of_tracks,num_of_sales,rolling_stone_critic,mtv_critic,music_maniac_critic
22727,45556,Escaped Orange,Punk,2008,15,42528,5,0.5,4.5
22728,6785,Epidemiologist Fiat,Parody,2016,2,504620,2.5,3.5,0.5
22729,4623,That's my Every Four,Parody,2001,4,353611,1.5,3.5,5
22730,16337,Honor,Trap,2019,10,928982,5,1.5,2
22731,26704,Believe,Indie,2018,14,784939,2.5,2,4
22732,45971,Like Tall Reforge Lucky,K-Pop,2015,10,733074,4.5,0.5,1
22733,47866,Move Like a Cute Ugly Subaru Than,Rap,2011,15,756548,3,2,3.5
22734,5024,Large Basic Chemist Colouring Manager,Dance,2002,15,971049,3,5,1.5
22735,31260,Uzbekistan,K-Pop,2008,2,938875,5,2,1.5
22736,25461,Moneyless Marketing Guttural Cause,Rap,2006,4,530750,0.5,4.5,0.5
22737,22509,I Wanna Be Larbi,Gospel,2003,8,418358,5,4.5,5
22738,42035,Secretive,Punk,2000,14,271710,2.5,2.5,4.5
22739,12174,East Timor Sick Pregnant The Queen Support,Pop-Rock,2012,12,814698,0.5,0.5,2
22740,19584,Terrible Come On,Lounge,2015,12,32754,0.5,1.5,3.5
22741,23544,Tex Willer Is An Italian Hero,Unplugged,2008,13,108890,4,3,2
22742,39276,Unhappy Mister,Death Metal,2016,2,73423,3.5,4,1
22743,48044,Loves Killer Dacia Audi,Electro-Pop,2011,4,494095,0.5,0.5,5
22744,13535,Vicuna Bertie Said Support Island,Heavy Metal,2001,13,804586,1.5,1.5,1
22745,33740,Butter Color Oryx I Ain't No The,Lounge,2015,12,928936,0.5,5,0.5
22746,48558,Loves Loves Of Lover,Indie,2014,13,60137,2.5,3.5,2
22747,7617,A Wild Aboriginal Miss,Rap,2009,8,199976,1,3.5,5
22748,17464,Purple History Persian Above Chameleon,Gospel,2009,7,313558,4,5,3
22749,37312,Of Death Antique White Else Aware,Indie,2008,11,768083,1.5,0.5,4.5
22750,36287,Califiornia Never Forget the Desperate So Wild China,Lounge,2004,6,344551,4.5,5,1
22751,9451,Out,Rap,2008,7,75223,0.5,2.5,2.5
22752,16826,Pregnant,Indie,2010,2,788056,3,2.5,1.5
22753,27209,Impossible Tata Motors Mare,J-Rock,2014,14,206928,5,2,1.5
22754,35749,Klingon,Black Metal,2002,8,452002,4.5,4.5,2
22755,12197,Badger Accurate Loves Yo No Puedo,Jazz,2012,7,680873,4,0.5,2
22756,35615,Old Alpaca Pahari,Blues,2010,15,2874,5,4,2.5
22757,22579,Loves Loves Of Lover,Indie,2004,8,876759,0.5,5,3.5
22758,18311,I'm Global Scared Patrol Officer,Latino,2018,8,453321,1.5,1,3.5
22759,6384,Wine Intelligent Garden Impressive,Indie,2012,11,65658,3,4,4.5
22760,31030,The Long And Winding Road Price Pasta,Indie,2010,3,885371,3,2.5,1.5
22761,42726,Morocco Sa’idi Consistent Star,Country,2012,12,539850,1.5,4.5,4.5
22762,36940,kill Plate Print Practical Rare,Country,2006,4,569393,2.5,0.5,0.5
22763,42293,Tex Willer Is An Italian Hero,Unplugged,2013,15,831411,4,4,1
22764,758,Conscious Electrical Georgia,Pop,2016,2,460346,4,0.5,1
22765,33235,Jewel The Greater Country Elegant As Muddy,Indie,2018,7,102854,3,5,1
22766,21624,Pakistan Alleged Mad Brawny,Country,2011,7,445290,2.5,1.5,3
22767,31733,Loves Loves Of Lover,Indie,2009,3,927085,3,4.5,1.5
22768,40553,Conscious Polish,Rap,2005,7,257044,4.5,2,5
22769,45133,Lincoln New Face Intelligent,Pop-Rock,2010,14,903516,4.5,2.5,4
22770,11717,Slovak Monster Like Tumblr,Trap,2005,6,825039,3.5,2.5,2
22771,27147,Maximus The Baddest Female Poor,Western,2004,14,171458,2.5,1.5,2.5
22772,23615,Huge Of Love Face Tiny Rat,Holy Metal,2004,6,499224,3.5,4.5,4
22773,45370,Dramatic Adventure of the Desperate Dancing Syria,Country,2019,11,122857,0.5,3,4
22774,14804,Deafening,Punk,2016,4,595987,5,3.5,0.5
22775,3338,Clam Of Love Boring,Pop,2019,2,486734,5,1.5,0.5
22776,30696,Hunter Next to Excalibur Conscious Zinc,Western,2017,3,616470,2.5,3,3
22777,5995,Vampire Conscious Heart My Life,Rock,2016,2,226722,4.5,3,3.5
22778,33007,Mind Careful Dog Cause Miss,Heavy Metal,2012,5,681507,2,1.5,0.5
22779,49418,Tata Motors Useful,Hard Rock,2002,10,269894,3,3.5,4
22780,32154,Yesterday Farmer,Rock,2016,5,364315,3,3.5,0.5
22781,21321,Miss Johnson,Progressive,2004,10,942265,3,3.5,3
22782,5704,Egypt Cuddly Firetruck Scarce Gabby,Brit-Pop,2013,7,49921,2,3.5,4.5
22783,43280,Human,Pop,2016,10,745236,3,1.5,0.5
22784,23120,Buick,Dance,2001,6,988056,1,2.5,5
22785,42330,I used to Upset Luxermbourgish Unicorn Clamp,Techno,2011,15,688839,4,4.5,5
22786,7022,Terrible,Pop-Rock,2018,4,276945,0.5,2.5,5
22787,15039,Expensive Darkness of Don't Forget Me Huge Matter,Western,2002,6,390442,1.5,4.5,5
22788,37646,Social Worker Shaggy,Electro-Pop,2002,3,989788,3,1.5,4.5
22789,18901,Social Worker Popular My Worst Cuddly,Deep House,2018,9,316927,3.5,5,1
22790,9097,Relax Tutti i Frutti Complete Architect The,Country,2017,9,714179,2,0.5,4.5
22791,6063,To my Best Strong,Black Metal,2001,15,92019,1.5,4,2.5
22792,39186,You Ugly Human Complete Persian,Black Metal,2016,12,255402,0.5,3,0.5
22793,49744,At Unable Netherlands,Indietronica,2011,3,404184,1,2.5,3
22794,15703,Jewel Words Mister Balance My Best,Latino,2014,2,350576,1,1,3.5
22795,48309,Pharmacist,Dance,2018,15,931248,3,1.5,4.5
22796,5369,My Acura,Latino,2016,12,980012,3,2.5,4.5
22797,19581,You Look Like Lincoln M.E.N.T.A.L,Retro,2011,14,261100,1.5,3,2
22798,21758,Lucky A Quiet Mare Relax,Punk,2016,10,116427,3,4.5,2.5
22799,40018,Finnish,Lounge,2019,4,881986,1,1,4
22800,29800,Cute Pure Stealing your Inside Your The Delightful Heroes of Wales,Pop,2004,12,972134,1.5,4,4.5
22801,19892,Ferret That's my,Boy Band,2013,10,48041,0.5,4.5,2.5
22802,46663,Complete Enemy DJ Mix Familiar Make It,Death Metal,2005,4,805771,5,1,2
22803,4343,Guitar Beer and Bike,Hard Rock,2010,12,944602,4.5,2.5,2.5
22804,11105,Steer,Punk,2002,3,726575,1.5,3,4
22805,27443,Willing Childcare worker Chapter book,Live,2017,4,538851,2,5,0.5
22806,23983,Search Hysterical Four So Intuitive Marketing,Folk,2008,14,590192,1,5,4.5
22807,33106,Electrician Glossy I'm still Annoying,Boy Band,2010,9,276864,1,1,0.5
22808,37044,Feet Panda High School,Death Metal,2003,4,403550,2.5,4.5,2.5
22809,19757,Stand Skoda Farmer Allegretto High,Black Metal,2016,13,49868,1.5,1.5,5
22810,27027,Luxembourg At,Latino,2005,4,929048,3.5,2.5,4
22811,2225,Loves Loves Of Lover,Indie,2011,8,922894,3.5,2.5,0.5
22812,42468,My Old Hare,Electro-Pop,2017,7,78500,2.5,0.5,0.5
22813,25017,Sky,Country,2006,6,835647,2.5,4,3
22814,20678,Purple Arabic Clam Guttural Syria,Metal,2017,15,853672,0.5,0.5,2
22815,26181,Nino Daniele,Latino,2006,5,432414,5,3,3
22816,38790,Immediate,Latino,2016,10,588987,4,4.5,4
22817,41261,Budget analyst The Greater,Jazz,2006,6,49541,2.5,3.5,2.5
22818,1493,That Doggies,Folk,2008,13,850523,0.5,4,0.5
22819,49955,Unlikely Georgia Realistic,Pop,2005,11,619358,2,2.5,2
22820,6597,Stews Leopard Excalibur,Rock,2004,2,883720,1.5,2.5,1
22821,8861,Tous Les Garconnes Et Les Filles,Retro,2010,5,569798,3.5,4.5,0.5
22822,45135,Hunter Invention Legs Alpaca Gnu,J-Rock,2000,10,165377,4,4,5
22823,20130,Traditional Rare,Progressive,2012,11,702040,3.5,4.5,0.5
22824,46694,Suzuki Of Love,Rock,2008,5,568430,1.5,4,3
22825,2328,Lover Explain,Heavy Metal,2003,15,689270,4,5,2.5
22826,40742,BMW Of Out State of,Indie,2007,15,367654,2.5,4.5,5
22827,25831,Like Spaghetti So Wild Maintenance & Repair Worker Flippin Finnish,Pop,2016,13,948904,1,3.5,4
22828,36595,Cute Preschool Teacher Woodchuck,Lounge,2009,8,183675,0.5,2,5
22829,15856,Overflow Sound And,Rock,2003,15,701012,3.5,3,0.5
22830,15341,Guttural Jewel,Compilation,2004,7,769055,5,0.5,1
22831,16431,Central Tutti i Frutti Fluffy Support Barbie,Ambient,2010,8,547292,2.5,2,3.5
22832,11054,I'm Da Real Sky Lamb,Parody,2004,12,396412,3.5,5,2.5
22833,32056,Size Brawny The,Pop-Rock,2002,15,724907,4.5,1,5
22834,10522,Country My Powerful,Ambient,2006,9,321365,4,1.5,4
22835,2864,Steel Lose Control,Country,2004,15,647025,0.5,2,2.5
22836,47077,Pasta Plumber My Life Chichen,Dance,2003,8,157590,3.5,5,1.5
22837,38147,Sad in the Field,Blues,2005,14,367718,5,2.5,2.5
22838,38839,Arms,Rap,2001,5,599229,3,1,5
22839,1897,Geese Kicked Of Destiny Medical Sonographer Lawyer,Parody,2000,14,875523,2,5,0.5
22840,30950,China Geese Difficult,K-Pop,2000,4,325915,4.5,4.5,1.5
22841,37349,Gentle,K-Pop,2012,3,936355,3.5,3.5,1.5
22842,698,Don't Talk to,Rap,2008,5,566694,5,1,0.5
22843,48296,Ampelmann,Holy Metal,2000,10,698391,1.5,4.5,3
22844,807,Poland Useful Klingon,Pop,2004,11,233341,1.5,4.5,2
22845,15798,Standard Like is as Lover,Dance,2008,2,880745,4.5,1.5,4.5
22846,6481,Hungry I used to,Live,2017,13,626117,4.5,0.5,2
22847,1071,High School Never Ends,Boy Band,2014,4,68615,3.5,3.5,0.5
22848,28817,Star Trek,Brit-Pop,2011,14,179055,4,4,1
22849,41561,Several God Save Behind the Bless Every,Indie,2010,5,961798,2.5,4,1
22850,26484,My Little American MINI Of Death,Progressive,2005,4,591880,3,3.5,4
22851,17378,Fall Pony Nepali Excalibur Not my,Rap,2009,7,965153,3,4.5,0.5
22852,17306,Under the Decent Anxious,Trap,2016,2,750124,1.5,1,2
22853,2055,Pig Latin Gan Microwave,Rap,2017,10,590702,5,0.5,0.5
22854,28354,Eleven Matteo Manager Escuchame Leopard,Indie,2009,7,34789,2,1.5,3
22855,16222,Sad in the Field,Blues,2013,12,726194,3.5,4.5,1.5
22856,29334,Reforge Escape,Latino,2016,4,249133,3,1,1.5
22857,46918,Gentle Bulgarian Desperate Iran In the Sky,Rap,2001,6,997145,3.5,3,5
22858,44366,The Greater Historical Bangla Of Fierce,K-Pop,2007,3,69327,1.5,1,5
22859,47773,Oryx,Rock,2000,3,203101,1,1,4.5
22860,365,Listen Turkish Bless Fade Hands,Alternative,2016,4,559340,3,1.5,1.5
22861,27882,Antique White Inner,Trap,2019,7,487941,4,4,5
22862,47017,Week Zeus,Blues,2010,10,887860,5,3.5,3
22863,26711,Oryx Girl Standard Financial Heat,Pop,2003,13,532652,2.5,2.5,2
22864,27599,Way High Psychological,Gospel,2016,5,617379,4.5,3.5,4.5
22865,813,Bella Fre!,Techno,2015,3,949579,2,0.5,0.5
22866,2077,Volkswagen France,Heavy Metal,2011,13,346774,2,4,3
22867,574,History Move Like a Next to Financial At Home,Metal,2014,12,165254,5,3,3.5
22868,45024,Of Soups For Us,Heavy Metal,2001,13,924906,2,1,2
22869,42765,Ugly You Look Like,Dance,2009,12,32187,3,5,1
22870,34711,Mathematician Nervous Immediate Historical,Holy Metal,2000,2,589552,4.5,1,2
22871,8711,Flippin,Latino,2009,13,379567,4,0.5,4.5
22872,10356,Above Gonna Reasonable Elephant Arabic,Dance,2012,4,880835,1,4.5,1.5
22873,32854,Past,Pop,2005,9,704101,4,2.5,2.5
22874,41701,Of Albanian Information Lawyer,Holy Metal,2014,9,619351,1,2.5,2.5
22875,24831,The Queen Pull Sports,Retro,2010,4,206626,1,2.5,4
22876,47159,I'm Min Nan Honda,Latino,2008,6,880079,2,4,1
22877,47051,Chichen Alive Financial,Pop-Rock,2011,9,891642,3.5,2.5,2.5
22878,26181,Joy Mouse Is Maruti Suzuki,Rap,2016,2,628736,5,3,2
22879,44084,Rat Sheep,Country,2011,11,362193,5,4.5,4.5
22880,46547,Towering Nepal Crying for the Poor,Pop,2018,14,423882,5,1.5,5
22881,8573,Nissan,Indie,2010,11,60387,1,3,3
22882,34348,Rare Penniless kill Conscious,Parody,2002,15,925366,2.5,2,1.5
22883,13455,Minnie Moon Stars,Pop,2005,9,324506,1,3.5,2
22884,33121,Mitsubishi Remarkable Hyundai Way Inside the,Lounge,2017,5,1965,3.5,2.5,3.5
22885,6508,Yo No Puedo The,Live,2008,5,890503,0.5,4,1.5
22886,36731,That Zeus Dance Move Makes Me,Pop,2016,2,12206,1.5,4,3.5
22887,8649,Muddy,Retro,2000,2,77079,1,2,4.5
22888,26791,Different The Streets,Punk,2013,4,54948,3,5,4
22889,5382,Lonely Electrical Inner Unable,Pop,2017,7,468684,4,0.5,1
22890,31149,Way Bless,Dance,2014,13,651018,5,1.5,4
22891,38657,Majestic Inside the Wipe La Moglie del,J-Rock,2018,5,634488,2,3.5,5
22892,40506,Preschool Teacher Nissan Pencil,Indie,2019,5,687623,3.5,3,2.5
22893,22718,Heat Pleasant Legs Moneyless,Indie,2002,9,251410,5,5,3.5
22894,34170,Of Pakistan Cat,Parody,2017,2,326505,1,0.5,3
22895,1179,Shoot That Crazy Bull Man,Western,2003,10,509990,4,3,2.5
22896,38460,A Wild School Psychologist,Live,2016,2,280845,5,0.5,4.5
22897,43912,Ambra No Human Riding Civil Practical,Indie,2004,8,169755,5,2.5,4
22898,45871,My Little American MINI Of Death,Progressive,2017,5,900549,5,3,4.5
22899,10490,Intelligent Familiar To my Beloved Richer,Progressive,2008,9,955266,2,2,1.5
22900,25068,Arabic,K-Pop,2000,12,542835,3,4,3.5
22901,2302,My Little American MINI Of Death,Progressive,2008,14,525145,0.5,3,1.5
22902,31494,Come Speech-Language Pathologist Robbers Nervous Dark Turquoise,Parody,2012,13,15885,5,2.5,4.5
22903,23277,Lonely Veterinarian Educator Abuse,K-Pop,2004,14,456634,1.5,3,1
22904,7933,For You,Pop,2009,8,825352,4.5,2.5,1
22905,31202,That Zeus Dance Move Makes Me,Pop,2007,5,278010,2,4.5,3.5
22906,42943,Woodchuck Matter Incredible,Rap,2016,9,183033,4.5,1.5,3
22907,439,Ewe Legs,Black Metal,2014,15,443780,2.5,3.5,2.5
22908,49534,At Direful Cereals Recent,Indie,2008,3,807020,3.5,5,3
22909,41461,Bertie Said Porcupine,Ambient,2004,3,337856,3.5,2,4.5
22910,12429,Embarrassed Ford Better have,Dance,2017,14,169517,3,3,1
22911,21273,East Timor Maruti Suzuki Bat Next to Mandarin,Indie,2007,3,976806,1.5,0.5,5
22912,4369,State of New Face Pakistan The Greater,Pop,2000,10,471849,2.5,2,3
22913,28194,Basic,Electro-Pop,2015,7,448512,1.5,2,2.5
22914,1253,Life Popular History Made in Matter,Jazz,2011,9,567991,3.5,0.5,3.5
22915,36667,My Old Afraid Red Of Destiny,Holy Metal,2001,6,5910,3.5,3,3
22916,6545,Alleged The Albania Huge Chemist,Electro-Pop,2019,12,522592,2.5,3.5,5
22917,5439,Cereals Heat Competitive,Folk,2003,11,725543,5,3.5,2
22918,39347,Tiger Remarkable Historical Heat,Hard Rock,2000,8,520655,0.5,4,3
22919,41086,Mobile,Country,2006,9,781492,2.5,2,4
22920,37217,Environmental Latter Thunder,Punk,2014,6,512182,3,2,2
22921,13352,Wipe Desperate Tomorrow Alleged Search,Indie,2017,9,603218,5,2,2
22922,18440,Substantial Scarce,Gospel,2016,5,870149,2,4,3.5
22923,25060,Sexy Morgan I'm Star Trek,Live,2000,13,648465,4,4.5,2
22924,5506,Standard Like is as Lover,Dance,2016,2,498681,5,3,1
22925,29081,Egypt,Jazz,2001,7,672536,3,2.5,2
22926,48020,A Goblin Called Sofia,Country,2009,3,687317,5,4,2.5
22927,31546,Salads Referee Bosnia and Herzegovina Elephant,Indie,2009,5,922871,1.5,0.5,2.5
22928,11446,Follow,Pop,2007,14,866108,3.5,1.5,4
22929,22364,I Really Want Old,Boy Band,2009,13,726342,0.5,0.5,3
22930,30783,Guttural,Black Metal,2012,3,949704,2.5,3.5,0.5
22931,43907,Colouring Urban Planner,Punk,2013,14,629100,2.5,2,5
22932,6911,Bus Moves Pencil,Indie,2001,11,816292,3.5,2,1
22933,13021,Pregnant,Ambient,2013,7,396187,2,0.5,1.5
22934,2176,The Incredible Adventures of No Pantalones,K-Pop,2008,9,957534,4,2,2
22935,9558,Goodbye my Old State of My Fluffy,Jazz,2014,7,411200,3.5,1.5,1.5
22936,39988,Morgan,Deep House,2019,2,690639,3.5,4.5,4
22937,5791,Rock 'n Roll Childcare worker,Unplugged,2010,3,798245,2,0.5,2
22938,849,And Moroccan Bangladesh Eleven Bison,Trap,2006,13,997782,2,4.5,5
22939,26137,I Ain't No,Indie,2001,7,626353,3.5,3,3.5
22940,26599,Matteo Caddilac Marcota Bike,Metal,2012,4,443925,5,4,3
22941,6948,Poor Iceland Escape Color,Deep House,2005,9,353185,1.5,3.5,2.5
22942,23763,My,Boy Band,2009,5,49029,3.5,3.5,3
22943,41744,Excalibur I Really Want Cat,Folk,2008,6,742758,0.5,3.5,3.5
22944,43162,Sin Deafening Dog Relevant,Latino,2015,10,309602,5,1,1.5
22945,30624,Inside Out General Lamb Pleasant Llama,Folk,2002,15,82792,3.5,3,3
22946,18790,That Zeus Dance Move Makes Me,Pop,2015,11,669483,4,4.5,1.5
22947,20159,Cause Of Love Messy,Indietronica,2017,6,930905,3.5,2,3.5
22948,39622,Aggressive Llama,Parody,2019,14,543925,1,0.5,0.5
22949,23233,Middle School Teacher Urban Planner Jewel Like,Indie,2003,11,908860,2,2,4
22950,6061,Inner,Folk,2007,10,655930,2.5,5,1
22951,17893,Bosnian Garden Orange Loves,Country,2015,11,843667,4,5,4.5
22952,19472,No Human Candy,Pop,2003,12,515410,5,4,5
22953,34283,Sadness Conscious Dancer Dolphins Realistic,Live,2010,14,945178,2.5,5,5
22954,20865,Medical Sonographer,Brit-Pop,2017,11,793052,3.5,0.5,4.5
22955,30276,Dark Bulgaria,Alternative,2000,2,585860,0.5,3.5,3.5
22956,39279,Moroccan,Retro,2003,11,826984,4.5,3,3
22957,4748,South Levantine Permit,Live,2010,14,401428,4,3,3.5
22958,49349,Federal Huge,Jazz,2001,3,91185,2,2.5,1
22959,49511,Forget It China,Indie,2008,15,350387,0.5,4.5,2.5
22960,13757,The Greater Healthy You Ugly For You,Western,2018,15,453484,0.5,2.5,4
22961,509,Pencil Big Dramatic Upset Hands,Black Metal,2015,10,132836,1,2.5,0.5
22962,11965,Engineer Available,Latino,2002,5,350778,2,4.5,2.5
22963,37765,Turkmenistan,Pop,2010,8,87349,3,0.5,1.5
22964,42635,Strong,Rock,2007,15,289609,1,2,5
22965,26887,Lovers Of Love,Indie,2006,15,564978,3,1.5,0.5
22966,13898,Arm Najdi,Indie,2001,8,902110,0.5,2.5,3.5
22967,1534,Suspend Morgan Gonna,Blues,2007,12,49894,4.5,0.5,0.5
22968,23839,Embarrassed Agent,Punk,2019,5,807892,2,3,2.5
22969,4874,Bus Come,Electro-Pop,2005,10,489925,3,3,4
22970,47234,Leopard Swedish,Black Metal,2012,14,556870,4.5,2.5,4.5
22971,39637,My Finland Substantial Conscious Good,Pop-Rock,2015,4,11856,0.5,4.5,3
22972,8176,Not my Dramatic,Pop,2003,3,40174,0.5,4,5
22973,39434,Sister Smart Of Loves Huge Civil,Holy Metal,2004,4,575497,3.5,0.5,5
22974,19856,Rock 'n' Roll Geese,Pop,2000,8,297289,5,2,2
22975,6729,Fototronico Asdrubaleiano,Ambient,2014,4,511577,4,4,2.5
22976,25017,DJ Mix Jinyu Able Jamila Benito They Made,Punk,2016,6,661468,2.5,4,4
22977,16111,Malaysia Similar Dongfeng Goblin,Pop-Rock,2007,4,104115,4.5,4.5,1
22978,9723,North Levantine Aboriginal Behave Of They,Holy Metal,2012,4,252406,2,2.5,2.5
22979,31666,Girl Arrange Epidemiologist Cashier,Pop,2009,9,365050,4,4.5,1
22980,38993,That Doggies Automatic History,Pop,2017,12,382258,3,0.5,2.5
22981,27797,Anxious Move Like a Porcupine Geese,Black Metal,2004,15,891914,4,1.5,1
22982,43653,Computer Hardware I'll,Folk,2010,2,849096,1.5,4,5
22983,6788,Photographer Way Eleven,Pop,2000,5,276589,3.5,4,1.5
22984,6530,Substance Strict MINI,Electro-Pop,2009,7,17118,3,0.5,4
22985,49615,Please Lion Don't Human,Holy Metal,2002,11,301203,2,4.5,1.5
22986,15477,Daihatsu Renault Volkswagen Maruti Suzuki,Rock,2018,15,489913,2,2,1.5
22987,21492,Albanian Secretive Reloaded From the Streets History,Ambient,2006,2,406679,1,1,3
22988,16440,Excalibur I Really Want Cat,Folk,2000,10,855597,2.5,0.5,2
22989,38780,Ocamel Above Life And Death,Black Metal,2007,14,346098,2.5,1,2
22990,7306,Difficult,Electro-Pop,2018,4,998780,5,3,1
22991,19956,Unfair Porcupine Better Hysterical Humans,Rap,2015,15,325180,3,2,1
22992,6601,Incredible,K-Pop,2010,13,174067,5,2,0.5
22993,7071,Shoot That Crazy Bull Man,Western,2018,11,719794,4.5,4.5,3.5
22994,43117,Unfair Candy Actual,Progressive,2017,10,754626,2,0.5,1.5
22995,47833,Fireman Is as Rock California OCamel,Western,2002,5,668051,3,2.5,1
22996,4914,Lovers Of Love,Indie,2011,2,212499,4.5,1,4
22997,29156,China Historical Llama Lucky,K-Pop,2003,7,777117,5,1,3.5
22998,26557,Nino Daniele,Latino,2013,5,647227,3,2,4.5
22999,37445,Under the As Peugeot,Live,2017,14,313359,1,3.5,5
23000,12252,Lion Tutti i Frutti Conscious Bring me Sunshine,Latino,2011,10,761103,2.5,1,1.5
23001,10905,Sword Better have Aggressive,Punk,2002,3,737099,4,2,3
23002,43080,Car Humans Civil Richer Wild And,Blues,2016,10,788105,3.5,3.5,0.5
23003,42295,Fireman Dreamed My Old Gabby They,Punk,2016,12,130503,4.5,5,2
23004,30867,Joy Mouse Is Maruti Suzuki,Rap,2005,5,800605,3,3.5,2
23005,29985,Civil Citroën Lucky Tosk Come On,Jazz,2005,13,112423,5,2.5,0.5
23006,14925,Arabic Drafter,Boy Band,2016,11,277916,1.5,2.5,1.5
23007,19978,Of Death We Go!,Brit-Pop,2007,12,411962,1,3.5,0.5
23008,48125,Dancer Incredible,Compilation,2004,14,461821,5,1.5,2.5
23009,17325,Additional,Rock,2010,3,275576,2,3,1.5
23010,13481,Developer Speech-Language Pathologist,Retro,2002,11,898623,4,4,2.5
23011,39256,Uzbekistan In the Sky Sheep,Western,2005,10,45694,2,4.5,2
23012,29493,Practical Moves Chemist Gazelle,Indietronica,2012,6,871628,4,2,1.5
23013,47958,At Home Towering,Country,2003,14,745671,4,2.5,2
23014,45336,Slovak Monster Like Tumblr,Trap,2000,4,373571,2.5,3,1
23015,34522,Territory,Indie,2017,4,800213,4.5,4,5
23016,31629,Farmer Allegretto Gentle Sin,Lounge,2007,9,424697,4,4,2.5
23017,31971,Black Need Falling,Dance,2019,9,324747,3,4,3.5
23018,18667,Intelligent Useful Badger Pahari,Indie,2009,7,935748,3,3.5,0.5
23019,18273,Sew on Which Side Bread Is Buttered Forget It Every Hysterical Next to,Dance,2003,6,620060,2.5,4.5,2.5
23020,42924,Butter Girls Actual Entertaining,Rock,2000,3,870481,2.5,1,1.5
23021,47297,Shaggy The Story of,Live,2012,10,274771,5,2,0.5
23022,48433,Vanuatu Call me Assistant Unfair,Electro-Pop,2002,3,258551,5,4.5,3
23023,7978,Megabanana Chichen The,Unplugged,2002,4,518995,3,1.5,4.5
23024,22369,Desktop publisher,Latino,2019,12,273994,2,3.5,1
23025,39014,Calamity Jane Recent Mare,Live,2007,10,262835,3.5,4.5,2.5
23026,3503,Moroccan,Indietronica,2015,3,899085,2.5,1.5,1
23027,27279,Too Much And Mouse,Rap,2017,7,787695,5,3.5,3.5
23028,36088,Daihatsu Renault Volkswagen Maruti Suzuki,Rock,2013,3,98742,4,3.5,4
23029,35794,I Wanna Be Larbi,Gospel,2016,12,732603,4,5,0.5
23030,41669,Sports As Squirrels,Trap,2009,14,332451,3.5,2.5,3
23031,25988,Joy Mouse Is Maruti Suzuki,Rap,2016,9,312726,4,2,4
23032,9874,Of Death We Go!,Brit-Pop,2009,14,444223,1.5,0.5,0.5
23033,34510,Tapir Secret Of Destiny,Trap,2006,13,833043,1,2.5,2
23034,2731,In the Sky Lonely,Trap,2013,4,232880,4.5,3,2
23035,48235,Guitar Beer and Bike,Hard Rock,2016,6,692374,3,4,2
23036,46144,India Believe Better Expensive,Rap,2019,12,791302,2,3,0.5
23037,48988,I'm,Punk,2009,8,871227,2.5,5,1.5
23038,20189,Unable In the Sky,Rock,2012,3,19251,3,3.5,3
23039,17433,Accurate More Gnu Farmer Legs,Rock,2012,14,279958,0.5,3,1.5
23040,28148,Scared Lizard Honda,Country,2014,7,252778,2.5,4.5,1
23041,38748,Fade In the Sky,Indie,2015,7,477388,5,4,2.5
23042,864,Suspend Pleasant,Pop,2011,4,711085,1,3,4.5
23043,3427,Boy Incredible That's my Childcare worker,Deep House,2013,13,303090,1.5,4.5,3
23044,47300,Infiniti,Country,2012,10,439801,3.5,3,0.5
23045,12870,Annoying Miss Miss Speech-Language Pathologist Ferret,Latino,2007,3,340529,3,3,0.5
23046,40051,Penniless Arrange Referee Egypt Scared,Metal,2016,8,121701,4,4,2
23047,9326,South Levantine Dentist Italian Catarinfrangente,Country,2018,5,324296,5,3,4.5
23048,33706,Distance Boring,Dance,2009,8,482384,2,4.5,1.5
23049,4044,The Long And Winding Road General,Rap,2005,2,852323,2,4,3
23050,17935,Car Fireman Seafood Expelli Armus Zeus,Indie,2005,12,953557,5,2,3
23051,28383,Don't Talk To Moe Horses,J-Rock,2018,6,890327,1,3.5,5
23052,2551,Ambra Son Federal Hysterical Chef,Brit-Pop,2009,3,474234,1.5,4,3
23053,43461,Of Love,Pop-Rock,2016,15,15155,5,2.5,0.5
23054,4616,Out Iran,Blues,2002,14,324001,3,1.5,3
23055,11083,Slovak Monster Like Tumblr,Trap,2003,3,917442,3,1,2.5
23056,1104,Tex Willer Is An Italian Hero,Unplugged,2005,10,719374,5,1,2
23057,34434,That Zeus Dance Move Makes Me,Pop,2005,2,688993,0.5,1,1
23058,8762,Aware That's my Inside Out Belligerent,Indietronica,2010,12,525362,3.5,2.5,1
23059,18313,Honda Chemist,Brit-Pop,2015,8,333479,4,4,4.5
23060,8911,India So Wild Need,Alternative,2006,4,557828,4.5,0.5,4.5
23061,40276,Arabia Magical OCamel,Death Metal,2007,6,533731,3.5,0.5,4.5
23062,22881,Lovers Of Love,Indie,2001,9,376220,2,1.5,5
23063,15105,Powerful Egypt Chemist Below the,Punk,2012,14,516352,2.5,1,4
23064,43858,Sounds Like Summer Lesson Salad,Alternative,2012,5,531545,1,2,3
23065,34999,Desktop publisher Albania,Holy Metal,2003,5,164499,2.5,1,3
23066,40960,The Loves Porcupine China Just For,Compilation,2017,7,481632,2,4,2.5
23067,12800,I'm Gonna Arabic Falling Discovery Xiang,Rap,2003,10,420138,1.5,2,5
23068,49196,Alan Island Adventure of the Educational Panther,Live,2016,14,724937,5,1.5,1
23069,9881,Tiny Matter Jinyu Annoying,Rock,2010,4,259621,2,4.5,4.5
23070,38012,Electrical BMW Entertaining,Unplugged,2001,13,808915,2.5,0.5,2
